ID,Acanthocasuarina_muellerianae,Acanthosoma_haemorrhoidale,Acerentomon_sp,ACROMYRMEX_ECHINATIOR,ACYRTOSIPHON_PISUM,Aedes_AEGYpti,Aleochara_curtula,ANOPHELES_GAMBIAE,Anurida_maritima,Apachyus_charteceus,Aphis_gossypii,APIS_MELLIFERA,Aposthonia_japonica,Archaeopsylla_erinacei,Aretaon_asperrimus,Atelura_formicaria,Baetis_pumilus,Bemisia_tabaci,Bibio_marci,Bittacus_pilicornis,Blaberus_atropos,Bombus_terrestris,Bombylius_major,BOMBYX_MORI,Boreus_hyemalis,Calopteryx_splendens,Campodea_augens,Carabus_granulatus,Celuca_puligator,Ceratophyllus_gallinae,Cercopis_vulnerata,Ceuthophilus_sp,Cheumatopsyche_sp,Chrysis_viridula,Conwentzia_psociformis,Cordulegaster_boltonii,Corydalus_cornutus,Cosmioperla_kuna,Cotesia_vestalis,Cryptocercus_wrighti,Ctenocephalides_felis,Cypridininae_sp,DAPHNIA_PULEX,Dendroctonus_ponderosae,Dichochrysa_prasina,DROSOPHILA_MELANOGASTER,Ectopsocus_briggsi,Empusa_pennata,Ephemera_danica,Epiophlebia_superstes,Eriocrania_subpurpurella,Essigella_californica,Euroleon_nostras,Eurylophella_sp,Exoneura_robusta,Folsomia_candida,Forficula_auricularia,Frankliniella_cephalica,Galloisiana_yuasai,Glomeris_pustulata,Glossina_morsitans,Grylloblatta_bifratrilecta,Gryllotalpa_sp,Gynaikothrips_ficorum,Gyrinus_marinus,Haploembia_palaui,Harpegnathos_SALTator,Hydroptilidae_sp,Inocellia_crassicornis,Isonychia_bicolor,IXODES_SCAPULARIS,Lepeophtheirus_salmonis,Lepicerus_sp,Leptopilina_clavipes,Leuctra_sp,Lipara_lucens,Liposcelis_bostrychophila,Litopenaeus_vannamei,Machilis_hrabei,Manduca_sexta,Mantis_religiosa,Mastotermes_darwiniensis,Meinertellus_cundinamarcensis,Meloe_violaceus,Mengenilla_moldrzyki,Menopon_gallinae,Metallyticus_splendidus,Micropterix_calthella,Nannochorista_philpotti,NASONIA_VITRIPENNIS,Nemophora_deegerella,Nilaparvata_lugens,Notostira_elongata,Occasjapyx_japonicus,Okanagana_villosa,Orussus_abietinus,Osmylus_fulvicephalus,Panorpa_vulgaris,Parides_arcas,PEDICULUS_HUMANUS,Periplaneta_americana,Perla_marginata,Peruphasma_schultei,Philopotamus_ludificatus,Phlebotomus_papatasi,Planococcus_citri,Platycentropus_radiatus,Pogonognathellus_lon_fla,Polyommatus_icarus,Priacma_serrata,Prorhinotermes_simplex,Prosarthria_teretrirostris,Ranatra_linearis,Rhagoletis_pomonella,Rhyacophila_fasciata,Sarcophaga_crassipalpis,Sarsinebalia_urgorii,Sialis_lutaria,Sminthurus_vir_nig,Speleonectes_tulumensis,Stenobothrus_lineatus,Stylops_melittae,Symphylella_vulgaris,Tanzaniophasma_sp,Tenthredo_koehleri,Tetrix_subulata,Tetrodontophora_bielanensis,Thermobia_domestica,Thrips_palmi,Timema_cristinae,Tipula_maxima,Trialeurodes_vaporariorum,Triarthria_setipennis,TRIBOLIUM_CASTANEUM,Trichocera_fuscata,Tricholepidion_gertschi,Triodia_sylvina,Velia_caprai,Xanthostigma_xanthostigma,Xenophysella_greensladeae,Yponomeuta_evonymella,ZOOTERMOPSIS_NEVADENSIS,Zorotypus_caudelli,Zygaena_fausta
ALICUT_EOG5DBRW7,0.40339,0.0474570000000001,0.0101690000000001,0.016948,0.0135590000000001,0.0135589999999999,0.0135590000000001,0.013559,0.00677899999999992,0.054237,0.305084,0.305084,0.0372879999999999,0.223728,0.0135590000000001,NA,0.016949,0.318643,0.338984,0.159322,0.013559,0.016949,0.166102,0.013559,0.02373,0.0271190000000001,0.169492,0.016949,0.671186,0.0237280000000001,0.0169490000000001,0.01356,0.016949,0.016949,0.013559,0.0271190000000001,0.020339,0.271186,0.074577,0.013559,0.0271190000000001,NA,0.0135590000000001,0.0271190000000001,0.0610170000000002,0.0169489999999999,0.01356,0.464406,0.179661,0.0271190000000001,0.0576270000000001,0.0169500000000001,0.386441,0.013559,0.444068,0.386441,0.0203390000000001,0.062712,0.0135590000000001,0.464407,NA,0.0169490000000001,0.013559,0.020339,0.01356,0.074576,0.016949,0.0203389999999999,0.0237289999999999,0.0305090000000001,0.01017,0.355932,0.013559,0.0169490000000001,0.013559,0.013559,0.01356,NA,0.01017,0.355932,0.013559,0.0135600000000001,0.016949,0.016948,0.301695,0.0135590000000001,0.013559,0.755932,0.210169,0.0338990000000001,0.013559,0.020338,0.0271180000000001,0.0203389999999999,0.0203390000000001,0.016949,0.39661,0.02373,0.023729,0.0135590000000001,0.0135580000000001,0.0135600000000001,0.013559,0.020339,0.01356,0.0474580000000001,0.0237280000000001,0.013559,0.01356,0.786441,0.0135590000000001,0.386441,0.732203,NA,0.0576270000000001,0.505085,NA,0.261016,0.013558,NA,0.38644,0.166101,0.162712,0.332203,0.0135600000000001,0.01356,0.010169,0.0203390000000001,0.027119,0.105085,0.01356,0.0203400000000001,0.0135600000000001,0.01695,0.044067,0.0203390000000001,0.0135590000000001,0.020339,0.023729,0.020339,0.020339,0.0135590000000001,0.01356,0.01356
ALICUT_EOG5DBRW9,0.362,0.372,0.118,0.174,0.372,0.364,0.288,0.0680000000000001,0.348,0.306,0.614,0.022,0.382,0.502,0.096,NA,0.376,0.352,0.41,0.57,0.924,0.022,0.424,0.02,0.0240000000000001,0.032,0.418,0.434,0.458,0.0239999999999999,0.0319999999999999,0.0260000000000001,0.37,0.022,0.0360000000000001,0.348,0.028,0.624,0.022,0.0289999999999999,0.034,NA,NA,0.598,0.362,0.044,0.0640000000000001,0.036,0.352,0.02,0.264,0.362,0.026,0.0920000000000001,NA,0.356,0.0779999999999999,0.028,0.44,0.85,NA,0.652,0.364,0.35,0.35,0.694,0.174,0.332,0.35,0.354,0.248,0.404,0.34,0.022,0.364,0.11,0.042,NA,0.786,0.342,0.594,0.0249999999999999,0.684,0.076,0.422,0.212,0.0759999999999999,0.53,0.408,0.022,0.02,0.0379999999999999,0.252,0.0320000000000001,0.0319999999999999,0.024,0.352,0.0239999999999999,0.02,0.212,0.024,0.724,0.534,0.868,0.624,0.0279999999999999,0.722,0.348,0.032,NA,0.0239999999999999,0.374,0.562,0.588,0.87,0.166,NA,0.706,0.373,NA,0.0199999999999999,NA,0.776,0.372,0.326,0.026,0.562,0.0260000000000001,0.0260000000000001,0.734,NA,0.596,0.104,0.026,0.334,0.0279999999999999,0.02,0.366,0.0279999999999999,0.368,0.112,0.024,0.37,0.35
ALICUT_EOG5DBRWD,0.455319,0.27234,0.680851,0.0170200000000001,0.021275,0.0255319999999999,0.0212769999999999,0.025533,0.102128,0.302128,0.421276,0.0893619999999999,0.157447,0.246809,0.434042,NA,0.310639,0.0510630000000001,0.051063,0.268086,0.302127,0.0170199999999999,0.0255319999999999,0.0936159999999999,0.306384,0.076596,0.612766,0.297872,NA,0.280852,0.314894,0.302127,0.310638,0.017021,0.531914,0.055319,0.251063,0.434043,0.0212770000000001,0.242553,0.0382969999999999,NA,0.042553,0.451064,0.302128,0.029787,0.0425539999999999,0.348937,0.302127,0.306384,0.0255310000000001,0.021276,0.242553,0.302129,NA,0.131915,0.353191,0.042553,0.302128,0.578723,0.0382979999999999,0.242553,0.068085,0.0382980000000001,0.306383,0.578723,0.0170200000000001,0.565957,0.459575,0.042554,0.017021,0.65532,0.314893,0.0212769999999999,0.306383,0.042553,0.0425530000000001,0.451064,0.306383,0.093617,0.310639,0.306383,0.297872,0.021277,0.770212,0.046808,0.591489,NA,0.417021,0.01702,0.293617,0.302128,0.302127,0.0680849999999999,0.314894,0.017022,0.302128,0.038298,0.093617,0.0212760000000001,0.302127,0.302128,0.19149,NA,0.0382979999999999,0.314893,0.553191,0.178724,0.489361,0.548936,0.302129,0.302128,0.306383,0.029787,0.855319,0.034042,NA,NA,0.093616,0.734043,0.302128,0.0680850000000001,0.540425,0.302128,0.021276,0.310639,0.097872,0.302127,0.306383,0.302128,0.73617,0.259574,0.029787,0.021276,0.034042,0.302127,0.506382,0.310639,0.302128,0.314894,0.740426,0.242553,0.255319,0.731915
ALICUT_EOG5DBRWM,0.462451,0.454546,0.474307,0.031621,0.03162,0.284585,0.0355739999999999,0.027668,0.438736,0.438735,0.03162,0.031621,0.49012,0.501975,0.490118,NA,0.343874,0.462451,0.505929,0.498024,0.462451,0.031621,0.237154,0.411067,0.359684,NA,0.494071,0.47826,0.490119,0.501976,0.403162,0.268776,0.308301,0.0316219999999999,0.0671939999999999,0.3834,0.44664,0.462452,0.0316200000000001,0.581028,0.501976,NA,0.063241,NA,0.110671,0.0276680000000001,0.620553,0.490118,0.770752,0.474309,0.55336,0.03162,0.031622,0.308301,NA,0.458498,0.596838,0.438736,0.490119,0.73913,0.494071,0.490119,0.256918,0.667984,0.36759,0.58498,0.03162,0.43083,0.490119,0.411067,0.0316199999999999,0.490119,0.245059,0.482213,0.450594,0.03162,0.03162,NA,0.46245,0.490119,0.58498,0.462451,0.660079,0.150198,0.727273,0.335969,0.462451,NA,0.498023,0.0276679999999999,0.381424,0.090909,0.458499,0.466402,0.482214,0.237154,0.0671939999999999,0.498024,0.466403,0.027668,0.288538,0.490119,0.466403,NA,0.505929,0.272727,0.671936,0.466402,0.434783,0.691699,0.46245,0.620554,0.679843,NA,0.592885,0.498023,NA,0.490118,0.169961,NA,0.462451,0.383399,NA,0.49012,0.0316209999999999,0.72332,0.466403,0.699604,0.636364,0.711463,0.501977,0.387351,0.426877,0.035573,0.0474309999999999,0.466403,0.747036,0.438735,0.126482,0.486166,0.592885,0.071147,0.071146,0.470357
ALICUT_EOG5DBRX1,0.159293,0.106194,0.088497,0.0530979999999999,0.053098,0.0707970000000001,0.168142,0.053097,0.159292,0.088495,0.053098,0.106195,0.168142,NA,0.0707960000000001,NA,0.106195,0.504425,0.0530980000000001,0.0530980000000001,0.061947,0.106195,0.0973450000000001,0.0530969999999999,0.070797,0.106196,0.230089,0.0973449999999999,0.176992,0.0973450000000001,0.061947,0.0619460000000001,0.176991,0.053098,0.132743,0.176991,0.0707960000000001,0.061947,0.115044,0.070796,0.097344,0.106195,0.0530970000000001,0.460177,0.0973449999999999,0.0530970000000001,0.053097,0.061946,0.097345,0.106195,0.053097,0.053097,0.106195,0.061947,0.106194,0.168141,0.0707950000000001,0.159292,0.061947,0.088496,0.690266,0.0619459999999999,0.053097,0.159292,0.097346,0.168142,0.053098,0.097346,0.0619470000000001,0.0619459999999999,0.0619459999999999,0.19469,0.097344,0.159291,0.0619470000000001,0.0530969999999999,0.106195,0.097345,0.106195,0.0530969999999999,0.0619479999999999,0.061947,0.097345,0.159291,0.0530969999999999,0.159292,0.061948,NA,0.150443,0.053098,0.053098,0.106194,0.088496,0.0619459999999999,0.097346,0.168141,0.106195,0.0530970000000001,0.0530980000000001,0.044248,0.061947,0.0619470000000001,0.070796,0.176992,0.070797,0.0530980000000001,0.141593,0.168142,0.053098,0.424779,0.0619459999999999,0.097345,0.053097,0.0530979999999999,0.097345,0.0530969999999999,NA,NA,0.0884949999999999,NA,0.106195,0.159292,0.159292,0.061947,0.176991,0.176992,0.168141,0.0973450000000001,0.176992,0.0619470000000001,0.176991,0.088496,0.053098,0.176991,0.0530969999999999,0.0619470000000001,0.044248,0.088495,0.168142,0.141593,0.0884960000000001,0.0619459999999999,0.0707950000000001,0.0530969999999999
ALICUT_EOG5DFN3G,0.776255,0.298325,0.430746,0.0258750000000001,0.0258760000000001,0.0243530000000001,0.033486,0.025876,0.232876,0.468797,0.844748,0.269406,0.141553,0.78691,0.587519,NA,0.041095,0.028919,0.024353,0.115678,0.78691,0.0258750000000001,0.0289179999999999,0.04414,0.09589,0.7793,0.858448,0.467275,NA,0.584475,0.3242,0.0410949999999999,0.039574,0.026636,0.188737,0.570776,0.025875,0.756469,0.0273979999999999,0.027398,0.388128,0.786911,0.039574,0.26484,0.202436,0.0289190000000001,0.047185,0.589041,0.275494,0.348553,0.047183,0.39726,0.0898019999999999,0.073059,0.867579,0.526636,0.3379,0.290715,0.047183,0.828006,0.724504,0.047183,0.248097,0.777778,0.35312,0.619483,0.025874,0.048707,0.502283,0.0395750000000001,0.152207,0.25723,0.310503,0.027398,0.0380519999999999,0.024353,0.030442,NA,0.424658,NA,0.496194,0.476408,0.455099,0.348553,0.789954,0.0334860000000001,0.29376,0.849315,0.703195,0.0258750000000001,0.04414,0.726028,0.04414,0.248097,0.0243530000000001,0.025875,0.025875,0.045662,0.0441410000000001,0.031963,0.039574,0.593607,0.505328,0.792998,0.605784,0.0380519999999999,0.876712,0.238965,0.136986,0.863013,0.025875,0.870624,0.042617,0.785388,0.719939,0.701674,NA,NA,0.826484,NA,0.380517,0.0410959999999999,0.789954,0.252663,0.0273969999999999,0.436835,0.356165,0.038052,0.245053,0.651445,0.605784,0.490106,0.024353,0.0334859999999999,0.024353,0.796042,0.564688,0.704718,0.031964,0.045663,0.214612,0.0258750000000001,0.54338,0.219177
ALICUT_EOG5DFN3N,0.382812,0.388022,0.117187,0.01823,0.018229,0.416667,0.15625,0.0338539999999999,0.617187,0.398437,NA,0.023438,0.0807299999999999,0.684895,0.510417,NA,0.210938,0.502604,0.494792,0.622396,0.109375,0.026042,0.416666,0.104167,0.42448,0.645833,0.539063,0.825521,NA,0.416667,0.36198,0.083332,0.101563,0.114584,0.04427,0.390626,0.348958,NA,0.020834,0.0755210000000001,0.46875,0.747396,NA,0.729167,0.036459,0.018229,0.507812,0.502604,0.5,0.317708,0.51302,0.364583,0.03125,0.0364579999999999,0.838542,0.276042,0.296875,0.0182290000000001,0.080729,0.622396,0.085937,0.072916,0.104167,0.307292,0.041667,0.317708,0.01823,0.367188,0.346354,0.0677070000000001,0.291667,0.127604,0.0338540000000001,0.023437,0.018228,0.026041,0.257812,NA,0.0286459999999999,0.770833,0.072917,0.507812,0.46875,0.359375,NA,0.083333,0.184896,0.877603,0.385416,0.020834,0.263021,0.118489,0.135417,0.0260420000000001,0.177083,0.015625,0.0260409999999999,0.416666,0.104167,0.046875,0.075521,0.460938,0.216146,0.703124,NA,0.109375,0.375001,0.4375,0.291667,0.898438,0.380208,0.716146,0.416667,NA,0.507813,NA,NA,0.671875,0.421876,NA,0.072916,NA,NA,0.0807290000000001,0.0182290000000001,0.0729169999999999,0.182291,0.018229,0.291667,0.575521,NA,0.822917,0.026043,0.046874,0.395834,0.059896,0.419271,0.682292,0.0286459999999999,0.0963549999999999,0.611979,0.07552,0.0729170000000001,0.625
ALICUT_EOG5DFN3X,0.430723,0.364458,0.581326,0.00602500000000011,0.00903599999999999,0.00903700000000002,0.012048,0.0120479999999999,0.0271079999999999,0.237952,0.192772,0.00602400000000008,0.0150600000000001,0.171687,0.057229,NA,0.0210849999999999,0.433735,0.210843,0.253011,NA,0.00602400000000003,0.0632539999999999,0.012048,0.012049,0.76506,0.683735,NA,0.792168,0.01506,0.58735,0.737951,0.021085,0.0120489999999999,0.00903600000000004,0.496987,0.0180729999999999,0.659639,0.00903700000000002,0.00903600000000004,0.01506,NA,0.021085,0.798192,0.012047,0.00903699999999999,0.391567,0.01506,0.015061,NA,0.756024,0.00903599999999993,0.015059,0.063253,NA,0.033132,0.015061,0.421687,0.409639,0.635543,0.00903500000000002,0.373495,0.527108,0.00903700000000002,0.0722890000000001,0.569277,0.006025,0.012048,0.0150599999999999,0.00903699999999991,0.0271089999999999,0.457831,0.021084,0.00602399999999997,0.015061,0.00903700000000002,0.0150600000000001,NA,0.716868,NA,0.762048,0.385542,0.388553,NA,0.759036,0.00903599999999993,0.545181,0.527107,0.01506,0.00602399999999997,0.490963,0.439759,0.018073,0.759036,0.433735,0.00602499999999995,0.01506,0.0150600000000001,0.012048,0.00903599999999999,NA,NA,0.837349,0.846385,0.072288,0.427711,0.713856,0.286144,0.012048,0.734939,0.012048,0.533132,0.451807,NA,0.822289,0.662651,NA,0.469879,0.033133,0.78012,0.012048,0.021084,0.707831,0.777108,0.00903599999999999,0.0090360000000001,0.036144,0.777108,0.430723,0.61747,0.397591,0.373494,0.00903700000000002,0.0120479999999999,0.03012,0.78012,0.623495,0.58735,0.716867,0.873495,0.584337,0.00903600000000004,0.626507,0.704819
ALICUT_EOG5DFN4S,0.036364,0.563636,0.460606,0.024242,0.024243,0.21212,0.412121,0.024242,0.121212,0.0484849999999999,0.915151,0.254545,0.515152,0.557576,NA,0.072727,0.0242429999999999,0.642424,0.545454,0.587879,0.527272,0.0242419999999999,0.412122,0.09091,0.151515,NA,NA,0.781817,NA,0.624243,0.0363640000000001,0.563637,0.551514,0.60606,0.0909089999999999,0.587879,0.242425,0.618181,0.048484,0.666667,NA,0.636364,0.593939,NA,0.315152,0.0181819999999999,0.563636,0.406061,0.563636,0.563637,NA,0.0787880000000001,0.618182,0.0242429999999999,NA,0.060605,0.042423,0.0484849999999999,0.060606,0.527272,0.478788,0.309091,0.690909,0.424243,0.29091,0.466666,NA,0.581818,0.70303,0.0666670000000001,0.0242429999999999,0.460606,0.309092,0.442424,0.036363,0.363637,0.624243,0.690909,0.551515,NA,0.575758,0.672727,0.503031,0.036364,0.551515,0.036363,0.545454,0.642423,0.581818,0.030304,0.703031,0.254544,0.0606050000000001,NA,0.442425,0.606061,0.666667,0.212121,0.787879,0.036363,0.521213,0.036365,NA,NA,0.490909,0.036364,0.539393,0.121213,0.09697,0.484848,0.254545,0.539394,0.563636,NA,0.575757,NA,0.606061,0.763636,0.109091,0.666667,NA,0.29697,0.733334,0.400001,0.024242,0.284849,NA,0.678789,0.048485,0.206061,0.703031,0.278788,0.054545,0.0787880000000001,0.10909,0.642424,0.618182,0.412121,0.521212,0.284848,0.587879,0.024243,NA,0.30303
ALICUT_EOG5DFN58,0.089889,0.067417,0.179777,0.0561809999999999,0.022473,0.35955,0.370786,0.033709,0.191012,0.022472,0.359551,0.157304,0.033709,NA,0.0561809999999999,NA,0.0112369999999999,0.0224729999999999,0.146068,0.235956,0.056181,0.0561809999999999,0.35955,0.033709,0.067417,0.0449449999999999,0.191011,0.056181,0.168541,0.022473,0.044945,0.0561810000000001,0.067416,0.056181,0.370787,0.044945,0.0898890000000001,0.056181,0.0674170000000001,0.056181,0.022473,NA,0.022473,0.056181,0.044945,0.011237,0.0337089999999999,0.191013,0.011237,0.033709,0.0561809999999999,0.033709,0.247191,0.16854,0.056181,0.235955,0.044945,0.056181,0.067417,0.146069,NA,0.044945,0.056181,0.044945,0.370786,0.056181,0.0674170000000001,0.35955,0.044945,0.292135,0.022473,0.022473,0.056181,0.067417,0.0449449999999999,0.033709,0.0337089999999999,0.202248,0.292133,NA,0.056181,0.056181,0.191012,NA,0.471909,0.0561810000000001,0.056181,0.539325,0.0449450000000001,0.056181,0.044945,0.022473,0.269664,0.0561810000000001,0.033709,0.0561809999999999,0.0449449999999999,0.056181,0.033709,0.033709,0.0561809999999999,0.033709,0.0674170000000001,0.370786,NA,0.0112370000000001,0.044945,0.292134,0.033709,0.044945,0.0561810000000001,0.033709,0.0224730000000001,0.022473,0.0674169999999999,0.426965,NA,NA,0.292134,0.0224729999999999,0.033709,0.224719,0.0224729999999999,0.0561809999999999,0.056181,0.044945,0.359549,0.033709,0.033709,0.292135,NA,0.0112370000000001,0.157304,0.044945,0.359551,0.056181,0.056181,0.011237,0.044945,0.033709,0.033709,0.044945,0.022473,0.033709
ALICUT_EOG5DJHBW,0.334077,0.389755,0.523385,0.031181,0.47216,0.028953,0.153675,0.028953,NA,0.198219,0.804009,0.028953,0.178174,0.420935,0.0245,NA,0.13363,0.545657,0.256125,0.193764,0.425389,NA,0.418708,0.0289529999999999,0.026726,0.383074,0.138084,NA,NA,0.022272,0.45657,0.022273,0.033408,0.0289529999999999,0.211581,0.260579,0.022272,0.819598,0.03118,0.403117,0.144767,0.757239,0.022273,0.672605,0.207127,0.0356340000000001,0.300669,0.859688,0.683742,0.073497,0.492205,0.452116,0.45657,0.153675,0.890868,NA,0.022271,0.14922,0.022272,0.489977,0.135858,0.033408,0.547885,0.574609,0.801782,0.657015,0.028953,0.026727,0.835189,0.18931,0.665924,0.456571,0.213808,0.0222710000000001,0.146994,0.040088,0.053452,0.60579,0.222716,0.710468,0.494432,0.841872,0.300668,0.026726,0.701559,0.0534530000000001,0.54343,0.832962,0.287305,0.0289530000000001,0.031179,0.146993,0.151447,0.082406,0.273942,NA,0.162584,0.0400900000000001,0.0289519999999999,0.0556800000000001,0.650334,0.158129,0.0222720000000001,0.850779,0.583519,0.2049,0.608017,NA,0.031181,0.844097,0.024499,0.247216,0.175947,0.831848,0.494432,0.405345,NA,NA,NA,0.86637,0.055678,0.461024,NA,0.391982,0.028953,0.193764,0.971046,0.485524,0.476615,0.0245,0.496659,0.187082,0.162584,0.0356350000000001,0.207127,0.612473,0.031181,0.211581,0.195991,0.146993,0.167038,0.022271,0.498886,0.028953
ALICUT_EOG5DJHC1,0.087108,0.508711,0.00696800000000009,0.010453,0.00696800000000009,0.00696900000000003,0.010453,0.00696799999999995,0.094076,0.087108,0.463415,0.010454,0.30662,0.111498,0.547038,NA,0.00348399999999999,0.184668,0.480836,0.519165,0.087108,0.010453,0.487805,0.010453,0.010454,0.609756,0.609756,0.0139369999999999,0.745644,0.0975619999999999,0.0522649999999999,0.167248,0.024391,0.43554,0.515679,0.0452969999999999,0.50871,0.574913,0.020906,0.087108,0.083623,0.818816,0.00348499999999996,0.51568,0.121951,0.0139369999999999,0.198607,0.547038,0.498258,0.428571,0.554007,0.351916,0.379791,0.027874,0.268293,0.0557490000000001,0.00348300000000004,0.275262,0.087107,0.700349,0.501741,0.236933,0.0940760000000001,0.432056,0.501743,0.449477,0.508712,0.038328,0.090592,0.094076,0.0104530000000001,0.041811,0.365854,0.0104529999999999,0.135889,0.017422,0.013937,0.728224,0.0627190000000001,NA,0.275262,0.271777,NA,0.320556,0.547038,0.0139370000000001,0.547038,NA,0.010453,0.010452,0.0278740000000001,0.0836239999999999,NA,0.0104539999999999,0.149825,0.0104529999999999,0.0731699999999999,0.108014,0.0278750000000001,0.0139380000000001,0.0871080000000001,0.51568,0.229965,0.609756,0.62021,0.010453,0.027874,0.62021,0.027874,0.682926,0.174216,0.567944,0.337979,0.811847,0.66202,0.641116,NA,0.759582,0.543555,NA,0.449479,0.595819,0.641115,0.574913,0.00696900000000006,0.087108,0.452962,0.087108,0.00696900000000006,0.738676,0.526132,0.00348300000000001,0.501743,0.216028,0.0871079999999999,0.108014,0.62021,0.296167,0.567944,0.45993,0.027875,0.087108,0.087109,0.0278750000000001
ALICUT_EOG5DJHC3,0.063758,0.466443,0.077181,0.0302009999999999,0.020134,0.577181,0.043625,0.151007,0.694631,0.067114,0.439597,0.036912,0.033557,0.704698,0.197986,NA,0.067114,0.063759,0.560403,0.402685,0.036913,0.362416,0.513423,0.120805,0.04698,0.0469799999999999,0.620805,0.520134,0.78859,0.171141,0.060403,0.0402679999999999,0.338927,0.355705,0.483222,0.057047,0.208053,0.043624,0.036912,0.057048,0.439598,0.513422,0.0402690000000001,0.02349,0.372483,0.050335,0.275168,0.030202,0.224832,0.0469800000000001,0.251678,0.0234899999999999,0.40604,0.2349,0.748322,0.701342,0.211409,0.194631,0.036912,0.684563,0.053691,0.0369129999999999,0.04698,0.184563,0.043624,0.040268,0.45302,0.0637590000000001,0.0436239999999999,0.067114,0.030201,0.231543,0.050336,0.0570480000000001,0.201342,0.053692,0.166107,0.842281,0.043624,0.120805,0.030202,0.0302009999999999,0.0771809999999999,0.04698,0.476511,0.043625,0.0302020000000001,0.536913,0.436241,0.036914,0.651006,0.05369,0.060402,0.409396,0.0503359999999999,0.0536920000000001,0.040267,0.432885,0.120804,0.104027,0.030202,0.201342,0.201343,0.681208,0.151007,0.0369120000000001,0.493289,0.71812,0.120806,0.439597,0.036913,0.053692,0.053691,0.0604019999999999,0.0503350000000001,0.755034,0.721476,0.681208,0.674497,0.409395,0.050335,0.479866,NA,0.040269,0.053691,0.0469810000000001,0.704698,0.0503360000000001,0.187919,0.0369140000000001,0.657719,0.0436249999999999,0.0469799999999999,0.030202,0.04698,0.026846,0.620806,0.0503360000000001,0.04698,0.063758,0.130873,0.0302020000000001,0.057047,0.416108
ALICUT_EOG5DJHCS,0.44898,0.02551,0.010204,0.030612,0.0102040000000001,0.045917,0.030612,0.015306,0.372449,0.438775,0.0102039999999999,0.0306119999999999,0.0357140000000001,0.056123,0.183674,NA,0.02551,0.244899,0.107143,0.423469,0.311225,0.0306119999999999,0.117348,0.040816,0.127552,0.52551,0.60204,0.535713,NA,0.015306,0.0153059999999999,0.112245,0.030611,0.030612,0.0765299999999999,0.5,0.413265,0.137755,0.0306119999999999,0.015306,0.443878,0.586734,0.00510200000000008,0.607142,0.0306119999999999,0.0357129999999999,0.0153050000000001,0.117347,NA,0.5,0.112245,0.035715,0.030611,0.0306120000000001,0.433673,0.0306129999999999,0.112244,0.270409,0.484694,0.62755,0.030612,0.505101,0.112245,0.0204080000000001,0.14796,0.0306120000000001,0.14796,0.030612,0.122449,0.25,0.0612239999999999,NA,0.040815,0.0306120000000001,0.0357150000000001,0.102041,0.117346,NA,0.137756,0.239796,0.117347,0.117347,0.469387,0.0357129999999999,0.806124,0.02551,0.117347,NA,0.505102,0.0357140000000001,0.494898,0.153062,0.127552,0.520408,0.020408,0.0306120000000001,0.0255089999999999,0.122449,NA,0.306123,0.117347,0.443877,NA,NA,0.09694,0.0357140000000001,0.158164,0.0357139999999999,0.505102,0.62755,0.117347,0.12245,0.642857,0.637755,0.586734,NA,NA,0.57653,0.010204,NA,0.142858,0.132653,0.32653,0.331633,0.020408,0.117347,0.05102,0.158163,0.47449,0.52551,0.571428,0.0204080000000001,0.112246,0.035714,0.035715,0.489796,0.515306,0.438775,0.122449,0.0204080000000001,0.265306,0.015306,0.122449,0.612244
ALICUT_EOG5DNCKC,0.667863,0.675045,0.89228,0.429084,0.02693,0.244164,0.912029,0.141831,0.497306,0.283662,0.678636,0.00538499999999997,0.947934,NA,0.45781,NA,0.824058,0.509874,0.811491,NA,0.782766,0.00538600000000006,0.583483,0.123878,0.631957,0.86894,NA,0.931777,NA,0.725314,NA,NA,0.563734,0.574506,0.70377,0.109515,0.8079,NA,0.737882,0.691202,0.849193,NA,0.122082,NA,0.631956,0.00538600000000006,0.240573,0.895871,0.755834,0.493715,0.91921,0.02693,0.746858,0.447037,NA,NA,0.592459,0.443447,0.563734,NA,0.763016,NA,0.642728,0.827648,0.892279,0.736086,0.00538499999999992,0.22262,0.531418,0.732495,0.00538699999999986,0.874326,0.500897,0.578096,0.648115,0.211848,0.68043,NA,0.56912,NA,0.888689,NA,0.770197,0.725314,0.691202,0.412925,NA,0.913824,NA,0.00538599999999995,0.879713,0.870735,0.931778,0.5386,0.858168,0.696589,0.728905,0.605027,0.716338,0.005386,0.858169,NA,0.473967,NA,NA,0.718133,0.928186,0.770198,0.859965,NA,0.590663,NA,0.876122,NA,NA,NA,NA,0.789946,0.470377,NA,0.736087,0.00538600000000006,NA,0.797127,0.590664,0.743267,0.30341,0.723519,0.391382,0.879713,0.843806,0.599641,0.418312,0.00538600000000011,0.233392,NA,0.867145,NA,0.750449,0.858169,0.755835,0.0269290000000001,0.601435,0.637344
